ano,dp,dpto,sexo,a_defun,c_bas1,nombre_enfermedad,gru_edad,n,total
1993,76,Valle del Cauca,Hombre,Cabecera Municipal,1944,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,110551
1993,76,Valle del Cauca,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,6149
1993,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,62932
1993,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,50591
1993,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,42821
1993,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,33012
1993,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,23412
1993,76,Valle del Cauca,Mujer,Cabecera Municipal,1941,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,9152
1993,76,Valle del Cauca,Mujer,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,42821
1993,76,Valle del Cauca,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,4620
1994,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,40806
1994,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,21197
1994,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,7474
1994,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,5758
1994,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,164065
1994,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,21197
1994,76,Valle del Cauca,Hombre,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,13562
1994,76,Valle del Cauca,Hombre,Cabecera Municipal,1944,Tumor maligno de la tiroides y otras glándulas endocrinas,20-24,1,146119
1994,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,65611
1994,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,43824
1994,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,34479
1994,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,24421
1994,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,15889
1994,76,Valle del Cauca,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,147890
1995,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,116109
1995,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,95367
1995,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,41331
1995,76,Valle del Cauca,Hombre,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,95367
1995,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,53405
1996,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,22981
1996,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,33120
1996,76,Valle del Cauca,Hombre,Cabecera Municipal,1941,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,98286
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,90666
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,71535
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,36985
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,26874
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,8937
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,55311
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,10-14,1,152013
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,20-24,1,147246
1996,76,Valle del Cauca,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,7901
1996,76,Valle del Cauca,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,2290
1997,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,24051
1997,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,172584
1997,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,33909
1997,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,81917
1997,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,42166
1997,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,33909
1997,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,24051
1997,76,Valle del Cauca,Hombre,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,9714
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,93975
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,74614
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,57433
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,18630
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,9074
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,117851
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,57433
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,38090
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,28258
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,18630
1998,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,138302
1998,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,103805
1998,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,42630
1998,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,25102
1998,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,15731
1998,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,123261
1998,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,42630
1998,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,84107
1998,76,Valle del Cauca,Hombre,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,9982
1998,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,153214
1998,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,29611
1998,76,Valle del Cauca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,153214
1998,76,Valle del Cauca,Mujer,Cabecera Municipal,C755,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,10893
1999,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,55229
1999,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,35188
1999,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,26048
1999,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,125255
1999,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,55229
1999,76,Valle del Cauca,Hombre,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,26048
1999,76,Valle del Cauca,Hombre,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,12853
1999,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,124900
1999,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,101070
1999,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,20526
1999,76,Valle del Cauca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,152573
1999,76,Valle del Cauca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,101070
1999,76,Valle del Cauca,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,101070
1999,76,Valle del Cauca,Mujer,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,1483
2000,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,35649
2000,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,6289
2000,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,169288
2000,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,72309
2000,76,Valle del Cauca,Hombre,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,5236
2000,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,25-29,1,146012
2000,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,83611
2000,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,64979
2000,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,49854
2000,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,40659
2000,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,9939
2000,76,Valle del Cauca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,163686
2000,76,Valle del Cauca,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,49854
2001,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,134629
2001,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,128019
2001,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,17923
2001,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,9895
2001,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,17923
2001,76,Valle del Cauca,Hombre,Cabecera Municipal,C750,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,74078
2001,76,Valle del Cauca,Hombre,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,5375
2001,76,Valle del Cauca,Hombre,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,3511
2001,76,Valle del Cauca,Hombre,Centros Poblados y Rural Disperso,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,3511
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,108726
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,86503
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,51613
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,22643
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,13270
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,10331
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,10-14,1,157241
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,41320
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,32882
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,86503
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,51613
2002,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,128446
2002,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,36449
2002,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,18823
2002,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,10371
2002,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,170055
2002,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,128446
2002,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,93773
2002,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,10371
2002,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,132474
2002,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,112373
2002,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,89544
2002,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,70643
2002,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,23814
2002,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,14071
2002,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,10782
2002,76,Valle del Cauca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,159384
2002,76,Valle del Cauca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,15-19,1,152723
2002,76,Valle del Cauca,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,89544
2002,76,Valle del Cauca,Mujer,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,33762
2003,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,96042
2003,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,168739
2003,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,128176
2003,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,77807
2003,76,Valle del Cauca,Hombre,Cabecera Municipal,C753,Tumor maligno de la tiroides y otras glándulas endocrinas,20-24,1,152090
2003,76,Valle del Cauca,Hombre,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,62512
